,Unnamed: 0.1,Unnamed: 0,text,translated,tweetcreatedts,tweetid,week,cleaned_text_translated,cleaned_text,lemmas,adjs_verbs,nouns,entities,emojis,translated_lemmas,translated_adjs_verbs,translated_nouns,translated_entities,translated_emojis,lang,topics,Unnamed: 21,topics_robin
42823,42823,823,"[Thread] Voici la preuve d'un autre crime de guerre russe. Dans cet appel téléphonique, un commandant russe ordonne à son subordonné de tuer les prisonniers de guerre ukrainiens dans la ville de Popasna, dans l'est de l'#Ukraine.
#UkraineRussiaWar https://t.co/zmqbx0DAv0","[Thread] Here is proof of another Russian war crime. In this phone call, a Russian commander orders his subordinate to kill Ukrainian prisoners of war in the town of Popasna in eastern #Ukraine.
#UkraineRussiaWar https://t.co/zmqbx0DAv0",2022-04-21 23:17:09.000000,1517281312670993920,2022-16,"here is proof of another russian war crime. in this phone call, a russian commander orders his subordinate to kill ukrainian prisoners of war in the town of popasna in eastern  ukraine.  ukrainerussiawar","voici la preuve d'un autre crime de guerre russe. dans cet appel téléphonique, un commandant russe ordonne à son subordonné de tuer les prisonniers de guerre ukrainiens dans la ville de popasna, dans l'est de l' ukraine.  ukrainerussiawar","['voici', 'preuve', 'de', 'autre', 'crime', 'de', 'guerre', 'russe', 'dans', 'appel', 'téléphonique', 'commandant', 'russe', 'ordonner', 'à', 'subordonné', 'de', 'tuer', 'prisonnier', 'de', 'guerre', 'ukrainien', 'dans', 'ville', 'de', 'popasna', 'dans', 'de', 'ukraine', 'ukrainerussiawar']","['voici', 'autre', 'russe', 'téléphonique', 'russe', 'ordonner', 'tuer', 'ukrainien']","['preuve', 'crime', 'guerre', 'appel', 'commandant', 'subordonné', 'prisonnier', 'guerre', 'ville', 'popasna', 'ukraine']","['popasna/LOC', 'ukraine/LOC']",[''],"['here', 'proof', 'of', 'russian', 'war', 'crime', 'in', 'phone', 'call', 'russian', 'commander', 'order', 'his', 'subordinate', 'kill', 'ukrainian', 'prisoner', 'of', 'war', 'in', 'town', 'of', 'popasna', 'in', 'eastern', 'ukraine', 'ukrainerussiawar']","['russian', 'russian', 'order', 'kill', 'ukrainian', 'eastern', 'ukraine', 'ukrainerussiawar']","['proof', 'war', 'crime', 'phone', 'call', 'commander', 'subordinate', 'prisoner', 'war', 'town', 'popasna']","['russian/NORP', 'russian/NORP', 'eastern_/GPE', 'ukraine/GPE']",[''],fr,unjustified_war,,
42859,42859,859,"#UKRAINE Après les frappes de missiles qui ont fait au moins six morts et huit blessés à Lviv, des habitants de cette ville de l'Ouest, relativement épargnée par les combats, prennent la fuite. https://t.co/gstUdeuGXW via @franceinfo","#UKRAINE After the missile strikes which left at least six dead and eight injured in Lviv, residents of this western city, relatively untouched by the fighting, fled. https://t.co/gstUdeuGXW via @franceinfo",2022-04-18 09:22:24.000000,1515984077387664896,2022-16,"ukraine after the missile strikes which left at least six dead and eight injured in lviv, residents of this western city, relatively untouched by the fighting, fled.   via","ukraine après les frappes de missiles qui ont fait au moins six morts et huit blessés à lviv, des habitants de cette ville de l'ouest, relativement épargnée par les combats, prennent la fuite.   via","['ukrain', 'après', 'frappe', 'de', 'missile', 'qui', 'faire', 'au', 'moins', 'mort', 'blessé', 'à', 'lviv', 'de', 'habitant', 'de', 'ville', 'de', 'ouest', 'relativement', 'épargner', 'par', 'combat', 'prendre', 'fuite', 'via']","['ukrain', 'faire', 'épargner', 'prendre']","['frappe', 'missile', 'mort', 'blessé', 'lviv', 'habitant', 'ville', 'ouest', 'combat', 'fuite']","['ukraine/LOC', 'lviv/PER']",[''],"['ukraine', 'after', 'missile', 'strike', 'which', 'leave', 'at', 'least', 'dead', 'injure', 'in', 'lviv', 'resident', 'of', 'western', 'city', 'relatively', 'untouched', 'by', 'fighting', 'flee', 'via']","['leave', 'dead', 'injure', 'western', 'untouched', 'flee']","['ukraine', 'missile', 'strike', 'lviv', 'resident', 'city', 'fighting']","['ukraine/GPE', 'eight/CARDINAL', 'lviv/GPE']",[''],fr,people_killed,,
42888,42888,888,"@corre_marie @Willvs @renkatroussier si vous lui dite ""guerre"" il ne répondra pas  .. #operationSpéciale : les ukrainiens refusent d'être ""libérés"" par Poutine; donc en ""attaquant "" les Russes la guerre devient automatique du fait de #Zelensky (faut suivre! )","@corre_marie @Willvs @renkatrousssier if you say ""war"" to him he won't respond.. #operationSpecial: the Ukrainians refuse to be ""liberated"" by Putin; so by ""attacking"" the Russians the war becomes automatic due to #Zelensky (must follow!)",2022-04-24 09:17:55.000000,1518157275973754880,2022-16,"if you say ""war"" to him he won't respond..  operationspecial: the ukrainians refuse to be ""liberated"" by putin; so by ""attacking"" the russians the war becomes automatic due to  zelensky (must follow!)","si vous lui dite ""guerre"" il ne répondra pas ..  operationspéciale les ukrainiens refusent d'être ""libérés"" par poutine; donc en ""attaquant "" les russes la guerre devient automatique du fait de  zelensky (faut suivre! )","['vous', 'luire', 'dire', 'guerre', 'il', 'ne', 'répondre', 'pas', 'operationspécial', 'ukrainien', 'refuser', 'de', 'libérer', 'par', 'poutine', 'donc', 'en', 'attaquer', 'russe', 'guerre', 'devenir', 'automatique', 'de', 'fait', 'de', 'zelensky', 'falloir', 'suivre']","['dire', 'répondre', 'operationspécial', 'refuser', 'libérer', 'attaquer', 'devenir', 'automatique', 'falloir', 'suivre']","['guerre', 'ukrainien', 'poutine', 'russe', 'guerre', 'fait', 'zelensky']",['poutine/PER'],[''],"['you', 'say', 'war', 'to', 'he', 'he', 'respond', 'operationspecial', 'ukrainian', 'refuse', 'liberate', 'by', 'putin', 'so', 'by', 'attack', 'russians', 'war', 'become', 'automatic', 'due', 'to', 'zelensky', 'follow']","['say', 'respond', 'refuse', 'liberate', 'attack', 'become', 'automatic', 'follow']","['war', 'operationspecial', 'ukrainian', 'putin', 'russians', 'war', 'zelensky']","['putin/PERSON', 'russians/NORP', 'zelensky/PERSON']",[''],fr,unjustified_war,,
42917,42917,917,"L’effet boomerang est déjà déclenché. Les sanctions contre la Russie génèrent des risques économiques mondiaux, qui sont majeurs, notamment pour la 🇫🇷. Et Bruno Lemaire qui croyait mettre la #Russie à genoux. #Ukraine https://t.co/tpEU0sqqYF","The boomerang effect has already been triggered. Sanctions against Russia generate global economic risks, which are major, particularly for the 🇫🇷. And Bruno Lemaire who thought he would bring #Russia to its knees. #Ukraine https://t.co/tpEU0sqqYF",2022-04-30 21:12:21.000000,1520511395544145920,2022-17,"the boomerang effect has already been triggered. sanctions against russia generate global economic risks, which are major, particularly for the 🇫🇷. and bruno lemaire who thought he would bring  russia to its knees.  ukraine","l'effet boomerang est déjà déclenché. les sanctions contre la russie génèrent des risques économiques mondiaux, qui sont majeurs, notamment pour la 🇫🇷. et bruno lemaire qui croyait mettre la  russie à genoux.  ukraine","['effet', 'boomerang', 'déjà', 'déclencher', 'sanction', 'contre', 'russie', 'générer', 'risque', 'économique', 'mondial', 'qui', 'majeur', 'notamment', 'pour', 'bruno', 'lemair', 'qui', 'croire', 'mettre', 'russie', 'à', 'genou', 'ukraine']","['boomerang', 'déclencher', 'générer', 'économique', 'mondial', 'majeur', 'bruno', 'lemair', 'croire', 'mettre', 'russie']","['effet', 'sanction', 'russie', 'risque', 'genou', 'ukraine']","['russie/LOC', 'bruno_lemaire/PER', 'russie/LOC', 'ukraine/LOC']",['🇫🇷'],"['boomerang', 'effect', 'already', 'trigger', 'sanction', 'against', 'russia', 'generate', 'global', 'economic', 'risk', 'which', 'major', 'particularly', 'for', 'bruno', 'lemaire', 'who', 'think', 'he', 'bring', 'russia', 'to', 'its', 'knee', 'ukraine']","['boomerang', 'trigger', 'generate', 'global', 'economic', 'major', 'think', 'bring', 'ukraine']","['effect', 'sanction', 'russia', 'risk', 'bruno', 'lemaire', 'russia', 'knee']","['russia/GPE', 'russia/GPE']",['🇫🇷'],fr,sanctions,,
42920,42920,920,"C'est avec ces #bandits #ukronazis que l'#Otan envoie pour des milliards de dollars des armes pour affaiblir la #Russie . Mais, la #guerre va rentrer dans sa troisième phase, la #guerremondiale , où les occidentaux seront amenés à s'investir militairement sur le terrain. https://t.co/bmPvW1WYgw","It is with these #ukronazi #bandits that #NATO is sending billions of dollars worth of weapons to weaken #Russia. But, the #war will enter its third phase, the #worldwar, where Westerners will be required to invest militarily on the ground. https://t.co/bmPvW1WYgw",2022-04-26 12:29:16.000000,1518930207574528000,2022-17,"it is with these  ukronazi  bandits that  nato is sending billions of dollars worth of weapons to weaken  russia. but, the  war will enter its third phase, the  worldwar, where westerners will be required to invest militarily on the ground.","c'est avec ces  bandits  ukronazis que l' otan envoie pour des milliards de dollars des armes pour affaiblir la  russie . mais, la  guerre va rentrer dans sa troisième phase, la  guerremondiale , où les occidentaux seront amenés à s'investir militairement sur le terrain.","['ce', 'être', 'avec', 'bandit', 'ukronazi', 'otan', 'envoyer', 'pour', 'milliard', 'de', 'dollar', 'de', 'arme', 'pour', 'affaiblir', 'russie', 'guerre', 'aller', 'rentrer', 'dans', 'troisième', 'phase', 'guerremondial', 'où', 'occidental', 'amener', 'à', 'se', 'investir', 'militairement', 'sur', 'terrain']","['être', 'envoyer', 'affaiblir', 'aller', 'rentrer', 'troisième', 'guerremondial', 'amener', 'investir']","['bandit', 'ukronazi', 'otan', 'milliard', 'dollar', 'arme', 'russie', 'guerre', 'phase', 'occidental', 'terrain']","['otan/ORG', 'russie/LOC']",[''],"['it', 'with', 'ukronazi', 'bandit', 'that', 'nato', 'send', 'billion', 'of', 'dollar', 'worth', 'of', 'weapon', 'weaken', 'russia', 'war', 'enter', 'its', 'third', 'phase', 'worldwar', 'westerner', 'require', 'invest', 'militarily', 'on', 'ground']","['ukronazi', 'send', 'worth', 'weaken', 'enter', 'third', 'require', 'invest']","['bandit', 'nato', 'billion', 'dollar', 'weapon', 'russia', 'war', 'phase', 'worldwar', 'westerner', 'ground']","['nato/ORG', 'russia/GPE', 'third/ORDINAL']",[''],fr,arms_delivery,,
44228,44228,2228,"#Zelensky appelle l'#Europe à ""riposter"" à la ""guerre du gaz"" en renforçant les sanctions contre la #Russie",#Zelensky calls on #Europe to “retaliate” to the “gas war” by strengthening sanctions against #Russia,2022-07-25 19:00:27.000000,1551643559996136960,2022-30,"zelensky calls on  europe to ""retaliate"" to the ""gas war"" by strengthening sanctions against  russia","zelensky appelle l' europe à ""riposter"" à la ""guerre du gaz"" en renforçant les sanctions contre la  russie","['zelensky', 'appeler', 'europe', 'à', 'riposter', 'à', 'guerre', 'de', 'gaz', 'en', 'renforcer', 'sanction', 'contre', 'russie']","['appeler', 'riposter', 'renforcer']","['zelensky', 'europe', 'guerre', 'gaz', 'sanction', 'russie']","['zelensky/PER', 'europe/LOC', 'russie/LOC']",[''],"['zelensky', 'call', 'on', 'europe', 'retaliate', 'to', 'gas', 'war', 'by', 'strengthen', 'sanction', 'against', 'russia']","['call', 'retaliate', 'strengthen']","['zelensky', 'europe', 'gas', 'war', 'sanction', 'russia']","['zelensky/PERSON', 'europe/LOC', 'russia/GPE']",[''],fr,sanctions,,
44469,44469,2469,"L’interdiction de visa de l’#UE pour les citoyens russes 🇷🇺 est quelque chose qui blesse clairement le #Kremlin puisque de nombreux Russes blâmeront alors le dictateur russe pour avoir perdu leurs vacances.

C’est exactement pourquoi nous devons le faire.
#Russia #Russian #UE https://t.co/SmrvNVMXjc https://t.co/VKa6UUoVE0","The #EU visa ban on Russian citizens 🇷🇺 is something that clearly hurts the #Kremlin since many Russians will then blame the Russian dictator for losing their vacation.

This is exactly why we need to do it.
#Russia #Russian #EU https://t.co/SmrvNVMXjc https://t.co/VKa6UUoVE0",2022-08-13 10:12:34,1558396085298728960,2022-32,the  eu visa ban on russian citizens 🇷🇺 is something that clearly hurts the  kremlin since many russians will then blame the russian dictator for losing their vacation. this is exactly why we need to do it.  russia  russian  eu,l'interdiction de visa de l' ue pour les citoyens russes 🇷🇺 est quelque chose qui blesse clairement le  kremlin puisque de nombreux russes blâmeront alors le dictateur russe pour avoir perdu leurs vacances. c'est exactement pourquoi nous devons le faire.  russia  russian  ue,"['interdiction', 'de', 'visa', 'de', 'ue', 'pour', 'citoyen', 'russe', 'chose', 'qui', 'blesser', 'clairement', 'kremlin', 'nombreux', 'russe', 'blâmer', 'alors', 'dictateur', 'russe', 'pour', 'perdre', 'vacance', 'ce', 'exactement', 'pourquoi', 'nous', 'devoir', 'le', 'faire', 'russia', 'ue']","['blesser', 'nombreux', 'blâmer', 'russe', 'perdre', 'devoir', 'faire']","['interdiction', 'visa', 'citoyen', 'russe', 'chose', 'kremlin', 'russe', 'dictateur', 'vacance', 'russia', 'ue']","['ue/ORG', 'ue/ORG']",['🇷🇺'],"['eu', 'visa', 'ban', 'on', 'russian', 'citizen', 'something', 'that', 'clearly', 'hurt', 'kremlin', 'many', 'russians', 'then', 'blame', 'russian', 'dictator', 'for', 'lose', 'their', 'vacation', 'this', 'exactly', 'we', 'need', 'do', 'it', 'russia', 'russian', 'eu']","['russian', 'hurt', 'many', 'blame', 'russian', 'lose', 'need', 'do']","['eu', 'visa', 'ban', 'citizen', 'kremlin', 'russians', 'dictator', 'vacation', 'russia', 'russian', 'eu']","['russian/NORP', 'kremlin/ORG', 'russians/NORP', 'russian/NORP', 'russia/GPE', 'russian_/GPE']",['🇷🇺'],fr,sanctions,,
47531,47531,5531,Ukraine : au moins deux civils tués et 10 blessés après des frappes russes à Kramatorsk https://t.co/3fVzRcnQEV #Ukraine #Guerre #Russie,Ukraine: at least two civilians killed and 10 injured after Russian strikes in Kramatorsk https://t.co/3fVzRcnQEV #Ukraine #War #Russia,2023-03-19 10:10:00,1637395992843546880,2023-11,ukraine: at least two civilians killed and 10 injured after russian strikes in kramatorsk    ukraine  war  russia,ukraine au moins deux civils tués et 10 blessés après des frappes russes à kramatorsk    ukraine  guerre  russie,"['ukrain', 'au', 'moins', 'civil', 'tuer', 'blessé', 'après', 'frappe', 'russe', 'à', 'kramatorsk', 'ukraine', 'guerre', 'russie']","['ukrain', 'tuer', 'frappe', 'russie']","['civil', 'blessé', 'russe', 'kramatorsk', 'ukraine', 'guerre']","['ukraine/LOC', 'kramatorsk_/PER']",[''],"['ukraine', 'at', 'least', 'civilian', 'kill', 'injure', 'after', 'russian', 'strike', 'in', 'kramatorsk', 'ukraine', 'war', 'russia']","['ukraine', 'kill', 'injure', 'russian']","['civilian', 'strike', 'kramatorsk', 'ukraine', 'war', 'russia']","['ukraine/GPE', '10/CARDINAL', 'russian/NORP', 'russia/GPE']",[''],fr,people_killed,,
47544,47544,5544,ALERTE - La Cour pénale internationale émet un mandat d'arrêt contre le président russe Vladimir #Poutine pour crimes de guerre en Ukraine. https://t.co/50VXbCbPyR,ALERT - The International Criminal Court issues an arrest warrant against Russian President Vladimir #Putin for war crimes in Ukraine. https://t.co/50VXbCbPyR,2023-03-17 15:21:22,1636749573208023040,2023-11,alert the international criminal court issues an arrest warrant against russian president vladimir  putin for war crimes in ukraine.,alerte la cour pénale internationale émet un mandat d'arrêt contre le président russe vladimir  poutine pour crimes de guerre en ukraine.,"['alerte', 'cour', 'pénal', 'international', 'émettre', 'mandat', 'de', 'arrêt', 'contre', 'président', 'russe', 'vladimir', 'poutine', 'pour', 'crime', 'de', 'guerre', 'en', 'ukraine']","['alerte', 'pénal', 'international', 'émettre', 'russe', 'vladimir']","['cour', 'mandat', 'arrêt', 'président', 'poutine', 'crime', 'guerre', 'ukraine']",['ukraine/LOC'],[''],"['alert', 'international', 'criminal', 'court', 'issue', 'arrest', 'warrant', 'against', 'russian', 'president', 'vladimir', 'putin', 'for', 'war', 'crime', 'in', 'ukraine']","['alert', 'international', 'criminal', 'issue', 'russian']","['court', 'arrest', 'warrant', 'president', 'vladimir', 'putin', 'war', 'crime', 'ukraine']","['russian/NORP', 'ukraine/GPE']",[''],fr,unjustified_war,,
47548,47548,5548,"🔴 #UkraineRussianWar 
URGENT‼️
La Cour pénale internationale a émis vendredi un mandat d'arrêt contre le président russe Vladimir Poutine, l'accusant de crime de guerre pour la déportation illégale d'enfants d'Ukraine vers la Russie.
#CIV225 #Mali #Burkina #Niger #Senegal https://t.co/C7YTYf6dR6","🔴 #UkraineRussianWar
URGENT‼️
The International Criminal Court issued an arrest warrant for Russian President Vladimir Putin on Friday, charging him with war crimes for the illegal deportation of children from Ukraine to Russia.
#CIV225 #Mali #Burkina #Niger #Senegal https://t.co/C7YTYf6dR6",2023-03-17 19:21:10,1636809922896708096,2023-11,"🔴  ukrainerussianwar urgent‼️ the international criminal court issued an arrest warrant for russian president vladimir putin on friday, charging him with war crimes for the illegal deportation of children from ukraine to russia.  civ225  mali  burkina  niger  senegal","🔴  ukrainerussianwar urgent‼️ la cour pénale internationale a émis vendredi un mandat d'arrêt contre le président russe vladimir poutine, l'accusant de crime de guerre pour la déportation illégale d'enfants d'ukraine vers la russie.  civ225  mali  burkina  niger  senegal","['ukrainerussianwar', 'urgent‼️', 'cour', 'pénal', 'international', 'émettre', 'vendredi', 'mandat', 'de', 'arrêt', 'contre', 'président', 'russe', 'vladimir', 'poutin', 'accusant', 'de', 'crime', 'de', 'guerre', 'pour', 'déportation', 'illégal', 'de', 'enfant', 'de', 'ukraine', 'vers', 'russie', 'civ225', 'mali', 'burkina', 'niger', 'senegal']","['ukrainerussianwar', 'urgent‼️', 'pénal', 'international', 'émettre', 'russe', 'vladimir', 'poutin', 'illégal', 'niger', 'senegal']","['cour', 'vendredi', 'mandat', 'arrêt', 'président', 'accusant', 'crime', 'guerre', 'déportation', 'enfant', 'ukraine', 'russie', 'civ225', 'mali', 'burkina']","['urgent‼️/MISC', 'vladimir_poutine/PER', 'ukraine/LOC', 'russie/LOC', 'senegal/LOC']",['🔴'],"['ukrainerussianwar', 'urgent‼️', 'international', 'criminal', 'court', 'issue', 'arrest', 'warrant', 'for', 'russian', 'president', 'vladimir', 'putin', 'on', 'friday', 'charge', 'he', 'with', 'war', 'crime', 'for', 'illegal', 'deportation', 'of', 'child', 'from', 'ukraine', 'to', 'russia', 'civ225', 'mali', 'burkina', 'niger', 'senegal']","['international', 'criminal', 'issue', 'russian', 'charge', 'illegal', 'mali']","['urgent‼️', 'court', 'arrest', 'warrant', 'president', 'vladimir', 'putin', 'friday', 'war', 'crime', 'deportation', 'child', 'ukraine', 'russia', 'civ225', 'burkina', 'niger', 'senegal']","['russian/NORP', 'vladimir_putin/PERSON', 'friday/DATE', 'ukraine/GPE', 'russia/GPE', 'niger/GPE']",['🔴'],fr,unjustified_war,,
47560,47560,5560,"Guerre en #Ukraine  : la #Russie a commis un large éventail de crimes de guerre, selon un rapport d'une Commission d'enquête de l'ONU

@UN_HRC 

https://t.co/SuLTs6bgw1","War in #Ukraine: #Russia committed wide range of war crimes, says UN Commission of Inquiry report

@UN_HRC

https://t.co/SuLTs6bgw1",2023-03-17 05:30:00,1636600751756541952,2023-11,"war in  ukraine:  russia committed wide range of war crimes, says un commission of inquiry report","guerre en  ukraine la  russie a commis un large éventail de crimes de guerre, selon un rapport d'une commission d'enquête de l'onu","['guerre', 'en', 'ukraine', 'russie', 'commettre', 'large', 'éventail', 'de', 'crime', 'de', 'guerre', 'selon', 'rapport', 'de', 'commission', 'de', 'enquête', 'de', 'onu']","['commettre', 'éventail']","['guerre', 'ukraine', 'russie', 'large', 'crime', 'guerre', 'rapport', 'commission', 'enquête', 'onu']","['ukraine/LOC', 'russie/LOC']",[''],"['war', 'in', 'ukraine', 'russia', 'commit', 'wide', 'range', 'of', 'war', 'crime', 'say', 'un', 'commission', 'of', 'inquiry', 'report']","['ukraine', 'commit', 'wide', 'say']","['war', 'russia', 'range', 'war', 'crime', 'un', 'commission', 'inquiry', 'report']","['russia/GPE', 'un/ORG']",[''],fr,unjustified_war,,
